name,category,rating_value,rating_count,StoryLine,keywords,Genres
阿達一族2 (1993),Fantasy,6.8,79124.0,"When an adorable baby boy is added to the Addams household, Wednesday and Pugsley do not hate him, they just aren't necessarily excited about his existence. OK...yeah, they do hate him. So they plot to get rid of him one way or another. Meanwhile, their parents hire a nanny for him and she charms Fester, but has evil intentions for him. The Addamses must stop her, but how?","['baby boy', 'baby brother', 'brother brother relationship', 'husband wife relationship', 'baby son']","['Comedy', 'Fantasy']"
A Babysitter's Guide to Monster Hunting (2020),Fantasy,5.4,1472.0,A babysitter embarks on a mission to save a child who's been abducted by monsters.,"['child', 'halloween', 'babysitter', 'close up of eyes', 'high school']","['Comedy', 'Family', 'Fantasy']"
黑暗元素 ,Fantasy,7.9,39445.0,"His Dark Materials is one of the supreme works of imaginative fiction for both children and adults published in the 20th century. Northern Lights introduces Lyra, an orphan, who lives in a parallel universe in which science, theology and magic are entwined. Lyra's search for a kidnapped friend uncovers a sinister plot involving stolen children, and turns into a quest to understand a mysterious phenomenon called Dust. In The Subtle Knife she is joined on her journey by Will, a boy who possesses a knife that can cut windows between worlds. As Lyra learns the truth about her parents and her prophesied destiny, the two young people are caught up in a war against celestial powers that ranges across many worlds and leads to a thrilling conclusion in The Amber Spyglass.","['based on book series', 'female protagonist', 'growing up', 'good vs evil', 'church']","['Adventure', 'Drama', 'Family', 'Fantasy']"
鬼馬小精靈 (1995),Fantasy,6.1,118657.0,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden (Cathy Moriarty) is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey (Bill Pullman) to exorcise the ghosts from the mansion. Harvey and his daughter Kat (Christina Ricci) move in, and soon Kat meets Casper (Malachi Pearson), the ghost of a young boy who's ""the friendliest ghost you know"". But not so friendly are Casper's uncles,- Stretch (Joe Nipote), Fatso (Brad Garrett), and Stinkie (Joe Alaskey) - who are determined to drive all ""fleshies"" away. Ultimately, it is up to James and Kat to help the ghosts cross over to the other side.","['ghost', 'mansion', 'spirit', 'friendly ghost', 'maine']","['Comedy', 'Family', 'Fantasy']"
Britannia ,Fantasy,6.7,11570.0,"In 43 AD, the Roman Army - determined and terrified in equal measure - returns to crush the Celtic heart of Britannia - a mysterious land ruled by warrior women and powerful druids who can channel the powerful forces of the underworld. Or so they say.","['soldier', 'roman army', 'druid', 'female warrior', 'bow and arrow']","['Action', 'Drama', 'Fantasy']"
神力女超人1984 (2020),Fantasy,,,Fast forward to the 1980s as Wonder Woman's next big screen adventure finds her facing two all-new foes: Max Lord and The Cheetah.,"['action heroine', 'princess', 'based on comic book', 'based on comic', 'sequel']","['Action', 'Adventure', 'Fantasy']"
不死軍團 (2020),Fantasy,6.6,111022.0,"Led by a warrior named Andy (Charlize Theron), a covert group of tight-knit mercenaries with a mysterious inability to die have fought to protect the mortal world for centuries. But when the team is recruited to take on an emergency mission and their extraordinary abilities are suddenly exposed, it's up to Andy and Nile (Kiki Layne), the newest soldier to join their ranks, to help the group eliminate the threat of those who seek to replicate and monetize their power by any means necessary.","['immortality', 'shared dream', 'based on comic', 'immortal', 'gay couple']","['Action', 'Adventure', 'Fantasy', 'Thriller']"
The Suicide Squad (2021),Fantasy,,,Plot is unknown.,"['superheroine', 'superhero', 'based on comic', 'dc comics', 'supervillain']","['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']"
雷神索爾3：諸神黃昏 (2017),Fantasy,7.9,571699.0,"Imprisoned on the other side of the universe, the mighty Thor (Chris Hemsworth) finds himself in a deadly gladiatorial contest that pits him against The Incredible Hulk (Mark Ruffalo), his former ally and fellow Avenger. Thor's quest for survival leads him in a race against time to prevent the all-powerful Hela (Cate Blanchett) from destroying his home world and the Asgardian civilization.","['superhero', 'marvel comics', 'marvel cinematic universe', 'female villain', 'sequel']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
The Racket (1951),Film-Noir,6.7,2642.0,"The big national crime syndicate has moved into town, partnering up with local crime boss Nick Scanlon. There are only two problems: First, Nick is the violent type, preferring to do things the old-fashioned way instead of using the syndicate's more genteel methods. The second problem is McQuigg, the only honest police captain on the force, and his loyal patrolman, Johnson. Together, they take on the violent Nick and try to foil the syndicate's plans to elect Welch, the crooked prosecutor running for a crooked judgeship.","['car accident', 'political corruption', 'police corruption', 'fall from height', 'crime boss']","['Crime', 'Drama', 'Film-Noir', 'Thriller']"
日落大道 (1950),Film-Noir,8.4,197964.0,"In Hollywood of the 50's, the obscure screenplay writer Joe Gillis is not able to sell his work to the studios, is full of debts and is thinking in returning to his hometown to work in an office. While trying to escape from his creditors, he has a flat tire and parks his car in a decadent mansion in Sunset Boulevard. He meets the owner and former silent-movie star Norma Desmond, who lives alone with her butler and driver Max Von Mayerling. Norma is demented and believes she will return to the cinema industry, and is protected and isolated from the world by Max, who was her director and husband in the past and still loves her. Norma proposes Joe to move to the mansion and help her in writing a screenplay for her comeback to the cinema, and the small-time writer becomes her lover and gigolo. When Joe falls in love for the young aspirant writer Betty Schaefer, Norma becomes jealous and completely insane and her madness leads to a tragic end.","['silent film star', 'narrated from the grave', 'butler', 'madness', 'recluse']","['Drama', 'Film-Noir']"
They Won't Forget (1937),Film-Noir,7.2,1479.0,"A southern town is rocked by scandal when teenager Mary Clay is murdered on Confederate Decoration Day. Andrew Griffin, a small-time lawyer with political ambitions, sees the crime as his ticket to the Senate if he can find the right victim to finger for the crime. He sets out to convict Robert Hale, a transplanted northerner who was Mary's teacher at the business school where she was killed. Despite the fact that all the evidence against Hale is circumstantial, Griffin works with a ruthless reporter to create a media frenzy of prejudice and hate against the teacher.","['prejudice', 'media frenzy', 'lawyer', 'murder', 'district attorney']","['Drama', 'Film-Noir', 'Mystery']"
漩渦之外 (1947),Film-Noir,8.0,32168.0,"Jeff Bailey, small-town gas pumper, has his mysterious past catch up with him one day when he's ordered to meet with gambler Whit Sterling. En route to the meeting, he tells girlfriend Ann his story. Flashback: Once, Jeff was a private eye hired by Sterling to find his mistress Kathie who shot Whit and absconded with $40,000. He traces her to Acapulco, where the delectable Kathie makes Jeff forget all about Sterling. Back in the present, Whit's new job for Jeff is clearly a trap, but Jeff's precautions only leave him more tightly enmeshed.","['secret past', 'double cross', 'national film registry', 'day for night', 'assumed name']","['Crime', 'Drama', 'Film-Noir', 'Romance', 'Thriller']"
獵人之夜 (1955),Film-Noir,8.0,80737.0,"It's the Great Depression. In the process of robbing a bank of $10,000, Ben Harper kills two people. Before he is captured, he is able to convince his adolescent son John and his daughter Pearl not to tell anyone, including their mother Willa, where he hid the money, namely in Pearl's favorite toy, a doll that she carries everywhere with her. Ben, who is captured, tried and convicted, is sentenced to death. But before he is executed, Ben is in the state penitentiary with a cell mate, a man by the name of Harry Powell, a self-professed man of the cloth, who is really a con man and murderer, swindling lonely women, primarily rich widows, of their money before he kills them. Harry does whatever he can, unsuccessfully, to find out the location of the $10,000 from Ben. After Ben's execution, Harry decides that Willa will be his next mark, figuring that someone in the family knows where the money is hidden. Despite vowing not to remarry, Willa ends up being easy prey for Harry's outward ...","['widow', 'preacher', 'spanking', 'child', 'money']","['Crime', 'Drama', 'Film-Noir', 'Thriller']"
